crash_numb,city_town_name,crash_date,crash_severity_descr,crash_status,crash_time_2,max_injr_svrty_cl,numb_vehc,numb_fatal_injr,numb_nonfatal_injr,weath_cond_descr,speed_limit,lat,lon,dist_dirc_exit,vehc_unit_numb,driver_age,max_injr_svrty_vl,total_occpt_in_vehc,pers_numb,age,injy_stat_descr
"4643338","BOSTON","12/21/2018","Property damage only (none injured)","Closed","4:51 PM","No injury","2","0","0","Clear","45","42.34891641","-71.03264995","","1","61","No injury","1","1","61","No injury"
"4643338","BOSTON","12/21/2018","Property damage only (none injured)","Closed","4:51 PM","No injury","2","0","0","Clear","45","42.34891641","-71.03264995","","2","46","No injury","1","2","46","No injury"
"4643339","BOSTON","12/21/2018","Non-fatal injury","Closed","5:02 PM","Non-fatal injury - Possible","5","0","2","Rain","20","42.34724242","-71.06036793","","1","53","No injury","1","1","53","No injury"
"4643339","BOSTON","12/21/2018","Non-fatal injury","Closed","5:02 PM","Non-fatal injury - Possible","5","0","2","Rain","20","42.34724242","-71.06036793","","2","47","No injury","2","2","47","No injury"
"4643339","BOSTON","12/21/2018","Non-fatal injury","Closed","5:02 PM","Non-fatal injury - Possible","5","0","2","Rain","20","42.34724242","-71.06036793","","3","44","Non-fatal injury - Possible","1","3","44","Non-fatal injury - Possible"
"4643339","BOSTON","12/21/2018","Non-fatal injury","Closed","5:02 PM","Non-fatal injury - Possible","5","0","2","Rain","20","42.34724242","-71.06036793","","4","27","Non-fatal injury - Possible","1","4","27","Non-fatal injury - Possible"
"4643339","BOSTON","12/21/2018","Non-fatal injury","Closed","5:02 PM","Non-fatal injury - Possible","5","0","2","Rain","20","42.34724242","-71.06036793","","5","28","No injury","1","5","28","No injury"
"4643340","BOSTON","12/21/2018","Property damage only (none injured)","Closed","8:13 PM","No injury","2","0","0","Cloudy/Rain","55","42.32414632","-71.05560514","","1","46","No injury","1","1","46","No injury"
"4643340","BOSTON","12/21/2018","Property damage only (none injured)","Closed","8:13 PM","No injury","2","0","0","Cloudy/Rain","55","42.32414632","-71.05560514","","2","31","No injury","1","2","31","No injury"
"4643341","BOSTON","12/22/2018","Property damage only (none injured)","Closed","12:45 AM","No injury","1","0","0","Rain","25","42.34877699","-71.05862213","","1","27","No injury","1","1","27","No injury"
"4643342","BOSTON","12/22/2018","Non-fatal injury","Closed","8:20 AM","Non-fatal injury - Possible","1","0","1","Cloudy","35","42.37189701","-71.06710207","","1","20","Non-fatal injury - Possible","1","1","20","Non-fatal injury - Possible"
"4643343","BOSTON","12/22/2018","Property damage only (none injured)","Closed","4:12 PM","No injury","2","0","0","Clear","45","42.36374339","-71.05814864","","1","","No injury","2","1","","No injury"
"4643343","BOSTON","12/22/2018","Property damage only (none injured)","Closed","4:12 PM","No injury","2","0","0","Clear","45","42.36374339","-71.05814864","","1","","No injury","2","2","36","No injury"
"4643343","BOSTON","12/22/2018","Property damage only (none injured)","Closed","4:12 PM","No injury","2","0","0","Clear","45","42.36374339","-71.05814864","","2","18","No injury","3","3","18","No injury"
"4643343","BOSTON","12/22/2018","Property damage only (none injured)","Closed","4:12 PM","No injury","2","0","0","Clear","45","42.36374339","-71.05814864","","2","18","No injury","3","4","","No injury"
"4643344","BOSTON","12/22/2018","Non-fatal injury","Closed","6:55 PM","Non-fatal injury - Incapacitating","2","0","1","Clear","45","42.36405267","-71.05807910","","1","77","Non-fatal injury - Incapacitating","1","1","77","Non-fatal injury - Incapacitating"
"4643344","BOSTON","12/22/2018","Non-fatal injury","Closed","6:55 PM","Non-fatal injury - Incapacitating","2","0","1","Clear","45","42.36405267","-71.05807910","","2","60","No injury","2","2","60","No injury"
"4643344","BOSTON","12/22/2018","Non-fatal injury","Closed","6:55 PM","Non-fatal injury - Incapacitating","2","0","1","Clear","45","42.36405267","-71.05807910","","2","60","No injury","2","3","","No injury"
"4643422","BOSTON","12/26/2018","Property damage only (none injured)","Closed","12:42 AM","No injury","1","0","0","Clear","25","42.37189701","-71.06710207","","1","33","No injury","1","1","33","No injury"
"4643423","BOSTON","12/27/2018","Non-fatal injury","Closed","12:42 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","55","42.34770442","-71.07835338","","1","65","No injury","1","1","65","No injury"
"4643423","BOSTON","12/27/2018","Non-fatal injury","Closed","12:42 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","55","42.34770442","-71.07835338","","2","32","Non-fatal injury - Non-incapacitating","2","2","32","Non-fatal injury - Non-incapacitating"
"4643423","BOSTON","12/27/2018","Non-fatal injury","Closed","12:42 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","55","42.34770442","-71.07835338","","2","32","Non-fatal injury - Non-incapacitating","2","3","8","No injury"
"4643424","BOSTON","12/29/2018","Property damage only (none injured)","Closed","12:10 PM","No injury","5","0","0","Clear","45","42.34669128","-71.06284124","","1","27","No injury","1","1","27","No injury"
"4643424","BOSTON","12/29/2018","Property damage only (none injured)","Closed","12:10 PM","No injury","5","0","0","Clear","45","42.34669128","-71.06284124","","2","43","No injury","1","2","43","No injury"
"4643424","BOSTON","12/29/2018","Property damage only (none injured)","Closed","12:10 PM","No injury","5","0","0","Clear","45","42.34669128","-71.06284124","","3","55","No injury","1","3","55","No injury"
"4643424","BOSTON","12/29/2018","Property damage only (none injured)","Closed","12:10 PM","No injury","5","0","0","Clear","45","42.34669128","-71.06284124","","4","28","No injury","1","4","28","No injury"
"4643424","BOSTON","12/29/2018","Property damage only (none injured)","Closed","12:10 PM","No injury","5","0","0","Clear","45","42.34669128","-71.06284124","","5","34","No injury","2","5","34","No injury"
"4643758","BOSTON","12/05/2018","Property damage only (none injured)","Closed","10:04 AM","No injury","2","0","0","Clear","55","42.27466587","-71.05031398","","1","57","No injury","1","1","57","No injury"
"4643758","BOSTON","12/05/2018","Property damage only (none injured)","Closed","10:04 AM","No injury","2","0","0","Clear","55","42.27466587","-71.05031398","","2","32","No injury","1","2","32","No injury"
"4644017","BOSTON","12/16/2018","Property damage only (none injured)","Closed","3:28 PM","No injury","2","0","0","Cloudy","15","","","","1","28","No injury","1","1","28","No injury"
"4644017","BOSTON","12/16/2018","Property damage only (none injured)","Closed","3:28 PM","No injury","2","0","0","Cloudy","15","","","","2","28","No injury","1","2","28","No injury"
"4644282","BOSTON","12/24/2018","Property damage only (none injured)","Closed","1:05 PM","No injury","2","0","0","Clear","35","42.36677386","-71.01736575","","1","44","No injury","1","1","44","No injury"
"4644282","BOSTON","12/24/2018","Property damage only (none injured)","Closed","1:05 PM","No injury","2","0","0","Clear","35","42.36677386","-71.01736575","","2","","Not reported","0","2","","Not reported"
"4644295","BOSTON","12/21/2018","Property damage only (none injured)","Closed","9:44 PM","No injury","1","0","0","Rain","55","42.32414632","-71.05560514","","1","68","No injury","1","1","68","No injury"
"4644296","BOSTON","12/23/2018","Property damage only (none injured)","Closed","9:55 PM","No injury","2","0","0","Clear","35","42.28262153","-71.05573074","","1","31","No injury","1","1","31","No injury"
"4644296","BOSTON","12/23/2018","Property damage only (none injured)","Closed","9:55 PM","No injury","2","0","0","Clear","35","42.28262153","-71.05573074","","2","30","No injury","2","2","30","No injury"
"4644297","BOSTON","12/29/2018","Non-fatal injury","Closed","2:20 PM","Non-fatal injury - Non-incapacitating","4","0","1","Cloudy","30","42.33021640","-71.04396211","","1","76","No injury","1","1","76","No injury"
"4644297","BOSTON","12/29/2018","Non-fatal injury","Closed","2:20 PM","Non-fatal injury - Non-incapacitating","4","0","1","Cloudy","30","42.33021640","-71.04396211","","2","52","No injury","1","2","52","No injury"
"4644297","BOSTON","12/29/2018","Non-fatal injury","Closed","2:20 PM","Non-fatal injury - Non-incapacitating","4","0","1","Cloudy","30","42.33021640","-71.04396211","","3","22","Non-fatal injury - Non-incapacitating","1","3","22","Non-fatal injury - Non-incapacitating"
"4644297","BOSTON","12/29/2018","Non-fatal injury","Closed","2:20 PM","Non-fatal injury - Non-incapacitating","4","0","1","Cloudy","30","42.33021640","-71.04396211","","4","20","No injury","1","4","20","No injury"
"4644300","BOSTON","12/29/2018","Property damage only (none injured)","Closed","2:10 AM","No injury","2","0","0","Clear","25","42.27396633","-71.14087001","","1","21","No injury","1","1","21","No injury"
"4644300","BOSTON","12/29/2018","Property damage only (none injured)","Closed","2:10 AM","No injury","2","0","0","Clear","25","42.27396633","-71.14087001","","2","","Not reported","","2","","Not reported"
"4644301","BOSTON","12/20/2018","Property damage only (none injured)","Closed","8:16 AM","No injury","2","0","0","Clear","55","42.35677577","-71.12717568","","1","","Not reported","1","1","","Not reported"
"4644301","BOSTON","12/20/2018","Property damage only (none injured)","Closed","8:16 AM","No injury","2","0","0","Clear","55","42.35677577","-71.12717568","","2","45","No injury","1","2","45","No injury"
"4644302","BOSTON","12/08/2018","Property damage only (none injured)","Closed","7:45 PM","No injury","2","0","0","Clear","","42.34278847","-71.06175760","","1","51","No injury","1","1","51","No injury"
"4644302","BOSTON","12/08/2018","Property damage only (none injured)","Closed","7:45 PM","No injury","2","0","0","Clear","","42.34278847","-71.06175760","","2","23","No injury","1","2","23","No injury"
"4644303","BOSTON","12/21/2018","Property damage only (none injured)","Closed","4:40 PM","No injury","1","0","0","Rain","45","42.37157964","-71.06659842","","1","32","No injury","1","1","32","No injury"
"4644304","BOSTON","12/21/2018","Non-fatal injury","Closed","10:38 PM","Non-fatal injury - Possible","2","0","1","Rain","30","42.36370185","-71.05825733","","1","30","Non-fatal injury - Possible","2","1","30","Non-fatal injury - Possible"
"4644304","BOSTON","12/21/2018","Non-fatal injury","Closed","10:38 PM","Non-fatal injury - Possible","2","0","1","Rain","30","42.36370185","-71.05825733","","2","20","No injury","1","2","20","No injury"
"4644305","BOSTON","12/22/2018","Property damage only (none injured)","Closed","12:29 AM","No injury","2","0","0","Rain","45","42.34679087","-71.03771682","","1","45","No injury","1","1","45","No injury"
"4644305","BOSTON","12/22/2018","Property damage only (none injured)","Closed","12:29 AM","No injury","2","0","0","Rain","45","42.34679087","-71.03771682","","2","45","No injury","2","2","45","No injury"
"4644305","BOSTON","12/22/2018","Property damage only (none injured)","Closed","12:29 AM","No injury","2","0","0","Rain","45","42.34679087","-71.03771682","","2","45","No injury","2","3","55","No injury"
"4644305","BOSTON","12/22/2018","Property damage only (none injured)","Closed","12:29 AM","No injury","2","0","0","Rain","45","42.34679087","-71.03771682","","2","45","No injury","2","4","57","No injury"
"4644671","BOSTON","11/07/2018","Non-fatal injury","Closed","12:58 PM","Non-fatal injury - Incapacitating","2","0","1","Clear/Clear","","42.34539486","-71.07586045","","1","44","Non-fatal injury - Incapacitating","1","1","44","Non-fatal injury - Incapacitating"
"4644671","BOSTON","11/07/2018","Non-fatal injury","Closed","12:58 PM","Non-fatal injury - Incapacitating","2","0","1","Clear/Clear","","42.34539486","-71.07586045","","2","26","No injury","1","2","26","No injury"
"4644673","BOSTON","11/04/2018","Not Reported","Closed","11:40 PM","Not reported","2","0","0","Unknown/Unknown","","42.36144603","-71.06787512","","1","","Not reported","","1","","Not reported"
"4644673","BOSTON","11/04/2018","Not Reported","Closed","11:40 PM","Not reported","2","0","0","Unknown/Unknown","","42.36144603","-71.06787512","","2","","Not reported","","2","","Not reported"
"4644678","BOSTON","12/22/2018","Unknown","Closed","3:30 PM","Not reported","2","0","0","Cloudy/Snow","","42.27612019","-71.09340143","","1","","Not reported","1","1","","Not reported"
"4644678","BOSTON","12/22/2018","Unknown","Closed","3:30 PM","Not reported","2","0","0","Cloudy/Snow","","42.27612019","-71.09340143","","2","81","Unknown","1","2","81","Unknown"
"4644683","BOSTON","11/22/2018","Non-fatal injury","Closed","5:00 PM","Non-fatal injury - Non-incapacitating","1","0","1","Unknown","","42.28700561","-71.11573977","","1","48","No injury","1","1","48","No injury"
"4644683","BOSTON","11/22/2018","Non-fatal injury","Closed","5:00 PM","Non-fatal injury - Non-incapacitating","1","0","1","Unknown","","42.28700561","-71.11573977","","","","","","2","49","Non-fatal injury - Non-incapacitating"
"4644743","BOSTON","11/02/2018","Not Reported","Closed","2:25 AM","Not reported","2","0","0","Rain","","42.32282181","-71.06906652","","1","","Not reported","2","1","","Not reported"
"4644743","BOSTON","11/02/2018","Not Reported","Closed","2:25 AM","Not reported","2","0","0","Rain","","42.32282181","-71.06906652","","1","","Not reported","2","2","","Not reported"
"4644743","BOSTON","11/02/2018","Not Reported","Closed","2:25 AM","Not reported","2","0","0","Rain","","42.32282181","-71.06906652","","1","","Not reported","2","3","","Not reported"
"4644743","BOSTON","11/02/2018","Not Reported","Closed","2:25 AM","Not reported","2","0","0","Rain","","42.32282181","-71.06906652","","2","","Not reported","","4","","Not reported"
"4644745","BOSTON","11/01/2018","Not Reported","Closed","9:42 AM","No injury","2","0","0","Cloudy/Clear","","42.35305428","-71.08126082","","1","","Not reported","","1","","Not reported"
"4644745","BOSTON","11/01/2018","Not Reported","Closed","9:42 AM","No injury","2","0","0","Cloudy/Clear","","42.35305428","-71.08126082","","2","45","No injury","1","2","45","No injury"
"4644747","BOSTON","10/11/2018","Not Reported","Closed","10:10 AM","Non-fatal injury - Non-incapacitating","1","0","1","Cloudy","","42.34533874","-71.08170954","","1","","Not reported","","1","","Not reported"
"4644747","BOSTON","10/11/2018","Not Reported","Closed","10:10 AM","Non-fatal injury - Non-incapacitating","1","0","1","Cloudy","","42.34533874","-71.08170954","","","","","","2","","Non-fatal injury - Non-incapacitating"
"4644748","BOSTON","11/16/2018","Property damage only (none injured)","Closed","3:00 AM","No injury","2","0","0","Snow/Sleet, hail (freezing rain or drizzle)","25","42.33966252","-71.07459641","","1","29","No injury","2","1","29","No injury"
"4644748","BOSTON","11/16/2018","Property damage only (none injured)","Closed","3:00 AM","No injury","2","0","0","Snow/Sleet, hail (freezing rain or drizzle)","25","42.33966252","-71.07459641","","1","29","No injury","2","2","","Not reported"
"4644748","BOSTON","11/16/2018","Property damage only (none injured)","Closed","3:00 AM","No injury","2","0","0","Snow/Sleet, hail (freezing rain or drizzle)","25","42.33966252","-71.07459641","","2","58","No injury","1","3","58","No injury"
